State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
IL,103,408,no,no,0,147.3,81,158.4,88,193.8,103,11,3,2,False,False,0.000723772449418902
UT,103,510,no,yes,36,87.2,92,169.3,110,166.7,80,10.9,5,6,True,True,0.999990999698639
TX,77,510,no,no,0,136.5,95,182.6,102,233.6,93,9.9,10,1,False,False,0.00140104605816305
NY,89,415,no,no,0,89.5,66,179.3,104,225.1,116,12.3,1,3,False,False,0.000327597896102816
VT,162,510,no,no,0,220.6,117,155.2,121,186.7,89,10.5,11,1,False,False,0.000979547970928252
ND,160,510,no,no,0,121.8,97,89.3,97,150.7,92,10.3,5,1,False,False,0.00166584283579141
TX,98,408,no,yes,19,110.5,87,227.8,97,243.6,84,11,4,1,False,False,0.0127272615209222
AK,88,415,no,yes,37,181.7,88,237.4,106,209.1,111,9.5,5,2,False,False,0.00027000266709365
OR,165,415,no,yes,33,111.6,140,213.3,111,267.6,115,16,3,0,False,False,0.0223852731287479
MT,34,415,no,yes,14,151.5,100,248.7,126,199.8,120,10.7,5,2,False,False,0.00100898870732635
WA,110,510,no,no,0,185.1,100,165.1,88,111.6,104,6.3,4,3,False,False,0.00289261364378035
TX,73,408,no,no,0,195.3,97,96.8,89,243.1,84,16.2,13,1,False,False,0.0137905413284898
IL,89,415,yes,yes,19,112.6,114,261.7,132,123.5,116,11.1,2,0,True,True,0.999551236629486
LA,95,415,no,no,0,141.1,84,211.4,108,103.7,127,5.9,6,3,False,False,0.000594384560827166
WI,127,415,no,no,0,218.6,93,149.9,130,204.6,131,9.2,5,2,False,False,0.000674838258419186
NH,146,510,no,no,0,115.6,77,213.6,100,218.4,72,10.7,6,1,False,False,0.000351103051798418
NM,103,415,no,no,0,173.5,83,244.3,65,221.6,66,9.7,2,3,False,False,0.00175602303352207
GA,194,510,no,no,0,193.3,106,169,150,225.2,122,11.8,4,0,False,False,0.000489320431370288
DC,88,415,no,yes,17,219.5,78,222.1,94,188.3,92,16.1,5,1,False,False,0.00102384050842375
IL,138,510,yes,no,0,169.3,82,217.9,147,184.2,77,9.4,9,1,False,False,0.000185811630217358
ME,163,415,no,no,0,122.4,129,113.4,108,180.2,97,12.5,7,1,False,False,0.0016629328019917
AL,93,408,no,no,0,267.9,114,223,74,262.7,90,11.3,3,3,True,True,0.999656856060028
ID,42,415,no,no,0,92.2,108,211.2,120,129.1,73,13.1,6,1,False,False,0.00113378197420388
CT,112,415,no,yes,27,213,121,226.2,101,189.8,99,11.1,3,4,False,False,0.00144614849705249
NE,124,510,no,no,0,191.3,134,261.5,113,182.3,111,10,3,1,False,False,0.025077186524868
AK,152,510,no,no,0,302.8,143,189.8,69,214.9,114,10.9,4,2,True,True,0.99996155500412
NJ,1,415,no,yes,30,183.1,95,232.6,110,248.3,110,8.4,2,0,False,False,0.00209627393633127
LA,111,408,no,yes,33,154,122,207.3,123,186.2,105,10.8,8,1,False,False,0.0650826841592789
VT,131,415,no,no,0,175.1,73,171.9,116,131.1,94,7.3,6,1,False,False,0.00827909633517265
NH,79,408,no,yes,30,124.8,99,207.6,142,175,95,4.6,3,1,False,False,0.000223453404032625
ME,130,408,no,no,0,176.3,140,201,104,161.9,123,11.3,5,1,False,False,0.0223916601389647
AZ,72,510,no,no,0,272.4,88,107.9,125,185.5,81,12.7,2,0,False,False,0.00448851566761732
MS,59,408,no,yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0,False,False,0.00054190045921132
NC,135,510,no,yes,18,180.1,90,152.5,65,258.2,85,12.7,9,1,False,False,0.000329979870002717
SC,99,510,yes,yes,39,126.8,94,293.6,115,174.1,91,8.4,4,0,False,False,0.00161563442088664
AR,103,415,no,yes,22,219,126,311.9,126,197,112,9,8,3,False,False,0.000870700692757964
WI,87,415,no,no,0,238,97,164.5,97,282.5,132,10.6,6,2,False,False,0.000118306030344684
OR,59,408,no,yes,28,120.9,97,213,92,163.1,116,8.5,5,2,False,False,0.000124367201351561
RI,76,415,no,no,0,171.1,78,257.2,83,91.6,92,16.2,3,1,False,False,8.35770988487639E-05
DE,99,415,no,no,0,254.4,120,159.3,92,264.4,94,6,5,1,False,False,0.00139172771014273
MO,85,510,no,no,0,165.8,96,190,141,144,116,10.9,3,5,True,True,0.909970343112946
NY,98,408,no,no,0,171.7,99,174.8,87,189.6,130,7.8,6,1,False,False,0.000447370810434222
AL,91,415,no,no,0,271.9,106,231.9,116,247,110,9.3,3,1,True,True,0.999968886375427
KY,96,415,no,yes,40,108.6,90,206.4,154,126.3,118,13.4,4,0,False,False,0.000782501068897545
MD,78,510,no,no,0,238.9,96,196.1,92,102.4,95,11,1,6,False,False,0.000760241295211017
TX,119,510,no,no,0,81.9,75,253.8,114,213.1,125,8.9,1,2,True,False,0.00354803982190788
NC,80,408,no,no,0,196,75,237.8,112,220.1,127,13.9,5,1,False,False,0.000538157299160957
AZ,90,415,no,no,0,179.1,71,190.6,81,127.7,91,10.6,7,3,False,False,0.00207007117569447
IL,66,415,no,yes,21,134.4,110,136.2,104,215.6,105,9.7,4,3,False,False,0.000267930270638317
VT,152,510,no,yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1,False,False,0.000688023515976965
AL,122,415,no,no,0,232.5,96,205.5,120,213.7,91,11.9,2,0,False,False,0.005143818911165
WY,104,415,no,no,0,138.7,100,215.4,58,164.3,98,4.9,4,2,False,False,0.000137424402055331
RI,106,415,no,no,0,155.9,90,198,101,189.1,95,8,2,2,False,False,0.000551114266272634
MS,53,510,no,no,0,198.3,100,304.2,93,131.5,85,9.2,5,2,False,False,0.000542568799573928
VA,136,415,no,no,0,110.2,92,219.4,109,188.1,67,12.3,4,2,False,False,0.000494898878969252
WI,68,415,no,no,0,148.8,70,246.5,164,129.8,103,12.1,3,3,False,False,0.000123514808365144
MA,66,408,no,no,0,128.2,109,274.5,112,211,90,8.1,4,0,False,False,0.000980340293608606
NJ,135,415,no,no,0,191.7,125,284.2,100,211.7,87,12.5,2,0,False,False,0.00571236573159695
IN,69,408,no,no,0,185.3,91,219.1,88,243.6,107,5.5,5,0,False,False,0.000539436412509531
AL,132,415,no,no,0,200,104,149.6,101,137.1,110,18.9,2,1,False,False,0.00154935196042061
LA,112,510,no,no,0,174.5,127,259.3,71,170.5,120,11.3,7,1,False,False,0.0273896157741547
IA,74,408,no,no,0,156.3,102,273.1,118,215.8,113,9,4,3,False,False,0.000300685758702457
RI,94,415,no,no,0,142.3,50,231.5,142,205.6,79,5.5,3,1,False,False,0.000130733184050769
MS,64,408,yes,no,0,236.2,77,218.6,85,194.1,97,13.2,2,2,True,True,0.999971151351929
IN,131,408,no,no,0,240.9,108,167.4,91,322.2,109,14.7,8,3,False,False,0.00489391572773457
AR,63,510,no,yes,49,214.9,86,198.2,89,170.8,139,8.2,5,0,False,False,0.000692724890541285
RI,63,415,yes,no,0,62.9,112,202.9,111,259,58,8.9,8,1,False,False,0.00235395831987262
NY,91,510,no,no,0,109.8,100,189.6,104,206.7,85,11.1,3,1,False,False,0.000961735437158495
MS,76,408,no,no,0,193,82,200.8,109,135.9,79,14.4,3,0,False,False,0.00454276194795966
MN,116,408,no,no,0,197.9,84,168.1,113,239.8,145,12,6,1,False,False,0.000369325134670362
IL,55,415,no,no,0,203.7,80,230.2,112,120.3,48,9.4,1,3,False,False,0.000184325675945729
SC,114,510,no,yes,4,141.3,96,230.4,88,223.7,85,9.4,3,3,False,False,0.000402294041123241
TN,222,408,no,yes,34,218.5,89,160.7,76,181.6,76,4.9,5,4,False,False,0.0303350910544395
NV,87,408,no,yes,48,178.8,91,246.8,106,262.4,119,9,8,1,False,False,0.012575339525938
OH,134,415,no,no,0,7.8,86,171.4,100,186.5,80,12.9,2,2,False,False,0.000316414283588529
UT,105,415,no,yes,40,236.5,111,117,110,221.1,115,8.1,3,2,False,False,0.000124541373224929
RI,150,415,no,yes,29,209.9,77,158,52,141.9,113,6.6,1,0,False,False,0.00197731982916594
AL,117,510,no,no,0,158.7,84,181.7,91,177.3,67,7.7,10,2,False,False,0.000115692069812212
ND,86,415,no,yes,25,126.4,97,189.7,118,233.6,97,12,2,1,False,False,0.000297803315334022
VT,122,510,no,no,0,216.5,60,250.3,140,247,99,5.7,6,2,False,False,0.000638030120171607
NM,25,415,no,no,0,119.3,87,211.5,101,268.9,86,10.5,4,3,False,False,0.000240719266002998
WV,86,415,no,no,0,136.4,104,202.5,110,230.7,86,11.5,1,3,False,False,0.000480142654851079
DC,24,408,no,no,0,149,73,131,81,238.6,69,8.6,3,2,True,False,0.00137776602059603
RI,75,415,no,no,0,190.5,91,178.4,75,162.4,113,13.1,5,1,False,False,0.000705590471625328
NE,67,415,no,no,0,124,77,222.2,95,151.2,111,13.1,2,0,False,False,0.00101716199424118
KY,105,415,no,yes,24,274.7,99,193.5,118,299.6,109,10.8,3,3,False,False,0.0333237238228321
OH,114,415,no,no,0,191.5,88,175.2,78,220.3,118,0,0,0,False,False,0.000818714150227606
NM,83,510,no,no,0,129.6,81,189.7,117,219,118,9.8,4,2,False,False,0.000460267357993871
UT,61,408,no,yes,25,163.7,78,113.2,112,134.1,118,9.9,3,3,False,False,0.000363689934602007
LA,85,408,no,no,0,209.1,57,110.7,111,113.3,113,12.8,4,1,False,False,9.44328930927441E-05
FL,127,415,no,yes,24,211.5,121,183.9,115,186.2,103,13.5,1,3,False,False,0.0435415171086788
AR,153,408,no,no,0,154.6,56,263,84,367.7,89,15.5,2,1,False,False,0.00106017885264009
WV,166,408,no,yes,41,196.7,109,124.3,107,198.3,94,11,5,5,True,True,0.937189042568207
NE,64,510,no,no,0,219.2,73,167,65,161.4,119,10,5,1,False,False,0.00071987189585343
MS,103,415,no,no,0,129.3,103,202.8,89,233,126,12.9,2,2,False,False,0.00750721199437976
SC,79,415,no,no,0,134.7,98,189.7,68,221.4,128,11.8,5,2,False,False,0.00172044965438545
VT,33,408,no,yes,33,221.4,110,276.1,86,222.9,102,10.1,4,1,False,False,0.00502929883077741
OR,67,415,no,no,0,245.1,118,185.2,94,193.6,112,8.1,3,3,False,False,0.000360547070158646
ME,100,510,no,yes,30,58.8,104,219.5,107,152.3,118,7.1,3,0,False,False,0.000223721144720912
KY,111,415,no,no,0,255.9,97,204.1,129,171.3,84,12.3,5,3,False,False,0.0706530436873436
HI,35,415,no,no,0,124.2,102,123.9,115,135.7,100,13.1,8,2,False,False,4.05276696255896E-05
MT,114,510,no,no,0,189.8,101,147.7,80,172.7,121,10.6,5,1,False,False,0.0022038712631911
CA,113,415,no,no,0,187.6,97,208.2,118,158.9,101,8.7,6,2,False,False,0.000531841709744185
MN,118,415,no,no,0,161.6,96,223.9,113,240.6,137,6.8,2,0,False,False,0.000222867471165955
OH,4,415,yes,no,0,169.7,96,131.8,94,245.1,86,14.2,4,0,True,True,0.999913930892944
DC,74,415,no,no,0,85.7,83,247.7,67,142.4,85,10.1,5,2,False,False,0.00752333691343665
NM,136,408,no,no,0,276.3,94,226,125,221.4,87,7.2,1,1,True,True,0.999979853630066
NJ,172,510,no,no,0,290.5,123,253,77,159.3,96,11.3,5,2,True,True,0.999931335449219
OH,110,415,no,yes,37,227.9,80,101.9,141,188.1,110,5.1,6,0,False,False,5.97702928644139E-05
VT,119,510,no,no,0,190.4,74,215.6,113,161.2,111,10,1,2,False,False,0.000113150941615459
CT,150,510,no,no,0,189.3,77,220.9,105,238.7,117,9.2,5,4,False,False,0.000353504758095369
SC,137,510,no,no,0,109.8,112,223.5,88,247.5,96,17.8,2,1,False,False,0.00518512958660722
NJ,57,510,yes,no,0,115,65,122.3,96,245,75,6.4,1,0,True,True,0.999834775924683
GA,131,408,no,no,0,197,79,201,114,151.2,111,11.6,5,1,False,False,0.0018065576441586
OR,70,415,no,no,0,101.9,98,193.3,113,167.5,126,15,6,1,False,False,0.00212246435694397
GA,70,415,no,yes,24,249.5,101,259.7,98,222.7,68,9.8,4,1,False,False,0.000265069131273776
UT,83,510,no,yes,33,228.2,85,249.2,114,93.5,89,10.2,7,0,False,False,0.000107815576484427
CO,93,415,no,no,0,120.6,104,205.5,95,182.5,107,9.6,6,2,False,False,0.00035320915048942
TN,93,510,yes,no,0,168.4,114,276,127,196.2,48,11.4,3,1,False,False,0.0137963835150003
DC,29,510,no,no,0,182.1,92,180.4,91,206.4,128,7.2,2,2,False,False,0.000553206307813525
DC,87,415,no,yes,18,124.3,104,196.1,80,290,110,7.2,3,1,False,False,0.00112257164437324
MS,137,510,no,no,0,147.2,119,192.8,91,172.7,105,10.2,4,1,False,False,0.00720485579222441
IN,57,415,no,no,0,189.3,157,174.9,70,221.9,117,11.2,5,3,False,False,0.00493582151830196
IN,98,408,no,yes,21,64.6,98,176.1,86,244.8,84,0,0,2,False,False,7.43836935725994E-05
NJ,113,408,yes,no,0,122.4,98,223.8,116,267.5,148,11.6,5,3,False,False,6.37961711618118E-05
DE,53,415,no,yes,32,131.2,63,227.4,125,178.9,105,12.8,2,2,False,False,0.00013032800052315
DE,50,510,no,yes,39,147.3,75,244.8,74,216.9,101,13.2,3,2,False,False,0.000226086980546825
OR,135,415,no,no,0,263.8,66,251.3,116,200.1,112,8.4,2,5,True,True,0.808675408363342
AZ,86,415,no,yes,32,70.9,163,166.7,121,244.9,105,11.1,5,3,False,False,0.000593217788264155
AZ,165,408,no,yes,23,184.7,63,168,62,176.1,125,8.7,5,1,False,False,0.00563427433371544
AR,132,415,no,no,0,99,126,189.4,76,156.3,108,8.4,3,1,False,False,0.000620463339146227
AL,100,408,no,yes,25,246.6,94,141.4,112,189.8,109,13,5,1,False,False,4.22321609221399E-05
NC,54,415,yes,no,0,190.5,108,259.7,108,141.5,111,9.7,2,2,True,True,0.999792098999023
FL,119,415,no,no,0,109.2,96,153.1,80,240,102,9.8,5,2,False,False,0.000352553586708382
MI,105,415,no,no,0,226.9,106,182.2,77,203.9,107,11.6,2,0,True,False,0.00157529395073652
AZ,97,408,no,yes,25,141,101,212,85,175.2,138,4.9,2,3,False,False,0.000115491980977822
OH,114,415,no,no,0,187.8,109,154.6,97,213.9,102,10.1,3,2,False,False,0.00128928606864065
OH,49,408,no,no,0,202.3,105,195.4,131,190.1,88,9,2,3,True,False,0.000464658194687217
DE,131,408,no,no,0,94.4,80,215.1,101,179.7,108,13.1,9,2,False,False,0.00145466532558203
MA,108,415,no,no,0,178.3,137,189,76,129.1,102,14.6,5,0,False,False,0.00137013557832688
MT,73,408,no,yes,26,131.2,98,106.5,97,221.7,96,10.2,6,2,False,False,0.00538029987365007
KS,103,408,yes,no,0,62.8,124,170.4,66,280.2,78,9.4,4,3,False,False,7.16288632247597E-05
UT,93,415,no,no,0,174.1,127,176.8,73,240,111,10.7,3,0,False,False,0.00393685465678573
MO,87,408,no,no,0,156,70,160.5,89,206.6,112,7.1,3,4,True,True,0.998982965946198
MN,122,415,no,no,0,107.9,88,235.8,109,228.6,119,9.5,3,2,False,False,0.000340822502039373
CO,88,510,no,no,0,61.9,78,262.6,114,212.5,110,8.8,2,3,False,False,0.000133457127958536
WV,142,415,no,no,0,243.4,76,161.4,102,120.5,105,10,5,4,False,False,6.04783272137865E-05
NY,108,415,no,yes,19,312.4,98,271.4,122,162.6,91,10.1,6,0,False,False,9.2292480985634E-05
WY,134,510,no,no,0,296,93,226.4,117,246.8,98,12.3,10,0,True,True,0.999998331069946
WY,123,415,no,no,0,242.2,87,226.1,101,268.6,121,8.2,3,5,True,False,0.0821311548352242
WY,111,415,no,no,0,146.2,55,261.5,83,163.2,116,8.7,3,3,False,False,0.000323141139233485
LA,123,415,no,yes,33,146.6,87,114.8,59,220.4,99,2.9,7,0,False,False,0.024659775197506
GA,76,408,no,no,0,203.6,61,161.7,127,175.9,97,8.4,3,0,False,False,0.000186880468390882
MA,34,415,no,no,0,293.7,89,272.5,71,178.2,76,11,10,2,True,True,0.999999165534973
ME,127,510,no,no,0,223.2,137,144.7,119,96,109,8.6,4,2,False,False,0.000836793857160956
MN,99,408,no,no,0,128.8,86,203.9,105,282.6,131,14.1,4,2,False,False,0.000263679132331163
WV,131,408,no,no,0,155.6,78,165.2,134,184.1,89,8.7,2,2,False,False,8.83535685716197E-05
NY,90,415,no,no,0,180,58,229.4,88,162.2,110,13.2,9,1,False,False,0.000643071834929287
IL,86,510,no,yes,16,144.8,105,206.2,111,255.4,117,11.6,2,4,False,True,0.997990310192108
SD,78,415,no,yes,25,197.4,73,295.7,113,211.7,73,13.2,2,0,False,False,0.000668558699544519
OR,103,510,yes,no,0,171.7,78,144.5,86,157.9,106,6.8,3,3,False,False,6.67648055241443E-05
KY,76,415,no,no,0,204,69,225.1,110,240.3,85,9.6,5,1,False,False,0.000876648759003729
AR,33,408,no,no,0,251.9,81,194.6,96,211.2,87,8.4,3,2,False,False,0.00459313904866576
ID,77,510,no,no,0,189.5,112,207,95,214.1,91,9.2,7,0,False,False,0.00248371157795191
VA,78,415,yes,yes,20,252.8,102,217.6,105,107.3,93,11.2,3,0,False,False,3.1407005735673E-05
NJ,92,510,no,yes,29,155.4,110,188.5,104,254.9,118,8,4,3,False,False,0.00295074959285557
AK,76,415,no,yes,22,160.1,107,168.7,136,23.2,102,9.5,4,3,False,False,5.15992469445337E-05
NV,96,408,no,no,0,197.7,68,250.5,53,181.2,67,10.5,3,3,False,False,0.00169457425363362
TN,89,415,no,no,0,208.4,112,189.5,116,264.4,101,16.8,1,0,True,False,0.000626781024038792
WY,160,408,no,no,0,82.7,116,194.6,95,159,54,10.9,9,0,False,False,0.0034738986287266
KY,145,408,no,no,0,135,122,206.3,88,210.4,90,19.7,4,0,False,False,0.00923600979149342
WY,65,415,no,yes,21,135.1,120,238.4,90,286.4,93,11,9,4,False,True,0.985147833824158
NE,86,408,no,no,0,113.1,77,294.4,126,101.4,94,13.4,3,1,False,False,0.000122651908895932
NY,11,415,no,no,0,143.4,130,289.4,50,194,100,9.7,6,2,False,False,9.47333828662522E-05
AZ,114,510,no,no,0,326.1,119,161,105,220.1,129,11,3,1,True,True,0.999973714351654
AL,16,415,no,no,0,161.9,100,230.1,138,148.8,78,10.2,11,3,False,False,0.00024823917192407
KS,159,415,no,yes,19,184.1,78,194.5,71,225.6,101,16.9,3,0,False,False,0.00129355047829449
NC,73,408,no,no,0,187.8,95,149.2,143,201.4,113,11,4,2,False,False,0.000106032377516385
MS,66,408,no,yes,32,187.8,117,129.8,90,132.3,113,12,3,2,False,False,0.000655364303383976
MN,59,408,no,yes,32,211.9,120,202.9,136,213.5,95,8.8,5,1,False,False,0.000415109534515068
MT,21,415,no,no,0,254.3,87,215.5,95,236.3,98,11.6,5,1,True,True,0.96626603603363
MN,100,415,no,yes,27,221.7,100,236.1,70,192.7,91,8,4,0,False,False,0.00131530105136335
NJ,74,415,no,no,0,230.9,93,223,78,157.8,101,9.7,2,3,False,False,0.00183215190190822
CT,59,415,no,yes,46,200.1,44,126,78,146.3,123,10.6,5,1,False,False,0.0282209385186434
AK,83,415,no,no,0,182.5,85,181.5,114,199.1,110,14.7,6,1,False,False,0.000662132224533707
TX,104,415,no,no,0,304,141,264.1,127,138.1,104,7.2,4,0,True,True,0.995862603187561
CO,141,408,no,no,0,264.3,90,216.4,101,208.8,72,9.6,3,0,True,True,0.827079594135284
CT,106,510,no,yes,33,81.6,120,235.6,85,150.9,113,9.9,4,1,False,False,0.000717807037290186
RI,90,510,no,no,0,190,98,196.1,111,216.4,58,8,6,2,False,False,0.000255790801020339
UT,74,415,no,no,0,106.4,84,140.2,104,90.9,81,11.4,3,1,False,False,0.000108226944576018
WA,127,408,no,no,0,146.7,91,203.5,78,203.4,110,13.7,3,1,False,False,0.00703225145116448
GA,90,415,no,no,0,113.2,108,189.3,63,271.8,124,14.1,4,3,False,False,0.000182670497451909
WV,30,510,no,no,0,162.3,96,244,122,180.1,89,9.1,4,2,False,False,0.000191609913599677
NY,209,415,no,no,0,153.7,105,188.6,87,200.8,95,10.7,2,0,False,False,0.00217897049151361
IL,108,510,yes,no,0,137.3,68,143.8,94,238.7,101,8.9,1,1,True,True,0.999831974506378
OH,87,510,no,no,0,153.3,106,224.5,117,273.4,152,8.9,5,2,False,False,0.000219276204006746
OK,84,510,no,no,0,203.4,125,182.9,88,213.7,121,13.8,2,1,False,False,0.000738422910217196
WV,129,415,no,no,0,159.1,100,202.5,90,233.1,96,11.5,6,2,False,False,0.00136080558877438
MN,136,415,no,no,0,221.4,120,249.5,78,192,68,13.6,2,0,False,False,0.0162719637155533
SD,52,510,no,yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1,False,False,0.000164810233400203
NH,84,408,no,yes,30,106.5,65,225.7,108,188.6,61,5.7,3,2,False,False,0.000236831707297824
WI,142,408,no,yes,24,239.8,103,285.9,65,256.7,106,9.5,4,0,False,False,0.00550697185099125
VA,72,510,no,no,0,212.7,92,306.4,100,140.3,90,12.9,6,0,False,False,0.00967921130359173
CA,73,415,no,no,0,137.6,113,179.7,75,172.8,71,10.7,2,1,True,False,0.000832246034406126
OH,142,408,yes,no,0,160.6,101,202,125,221.7,100,8.8,2,1,True,True,0.999961078166962
MT,84,415,no,yes,25,113.9,90,257,99,214.5,98,12.9,8,4,True,True,0.999366760253906
MO,80,408,yes,yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1,False,False,0.000668731983751059
OK,97,415,no,no,0,151.6,107,155.4,96,240,112,14.7,4,1,False,False,0.00179277488496155
NY,144,408,no,no,0,61.6,117,77.1,85,173,99,8.2,7,4,True,True,0.999970734119415
LA,164,408,no,yes,32,111.7,116,133.9,93,176.5,76,8,5,1,False,False,0.00474990252405405
NC,125,408,no,no,0,212.3,89,215.4,127,186.8,73,11.3,2,2,False,False,0.000493632629513741
PA,97,510,yes,no,0,145,103,294.3,93,239.8,120,11,2,4,True,True,0.980294764041901
CA,93,510,no,yes,19,136.8,113,179.5,105,71.1,95,12.5,3,2,False,False,0.000449554936494678
WI,133,415,no,no,0,113.3,137,160.2,103,228.8,98,10.1,7,2,False,False,0.00074014876736328
WY,131,510,no,no,0,110.9,74,115.6,90,190.5,114,15.8,9,1,False,False,0.00333862076513469
MS,115,415,no,no,0,182.1,97,231.1,76,246.2,103,15,2,0,False,False,0.00277741998434067
MD,73,510,no,no,0,254.7,80,90.2,79,153.4,60,10.6,8,0,False,False,0.000373993214452639
CO,120,510,no,yes,27,153.5,84,194,73,256.5,94,10.2,7,5,False,True,0.999754130840302
CO,128,510,no,no,0,199.3,86,194.8,102,298.2,82,14.3,2,4,False,False,0.00162902427837253
WY,148,408,no,no,0,243,115,191.8,91,117.8,93,13.4,5,2,False,False,0.00382599956355989
ND,118,415,no,no,0,77.6,113,126.9,75,191,79,14.9,4,1,False,False,0.000266970950178802
OK,180,415,no,no,0,143.5,121,189.3,111,174.9,82,8.8,5,3,False,False,0.00267151277512312
VT,43,408,no,no,0,135.8,125,163.2,88,229.8,106,12.6,3,0,False,False,0.00014003406977281
SC,116,408,no,no,0,288,120,255.8,90,233.4,99,13.4,4,0,True,True,1
OH,100,510,no,no,0,278,76,176.7,74,219.5,126,8.3,4,0,True,True,0.972159206867218
NV,161,415,no,no,0,72.8,120,267.1,120,222.5,91,11.8,2,2,False,False,0.000448248931206763
WV,173,510,no,no,0,109.4,103,101.3,111,167.3,106,7.8,7,1,False,False,0.000373511662473902
ID,107,415,no,no,0,260.6,81,246.1,116,243.3,117,12.8,9,0,True,True,0.999995768070221
KS,137,415,no,yes,19,175.3,96,241.3,146,211.4,109,7.8,2,0,False,False,0.000178647125721909
MT,27,510,no,no,0,193.8,102,118.9,104,135.9,124,9.2,3,0,False,False,0.00109637167770416
IN,75,510,no,yes,17,200.7,107,212.5,109,204,136,12.9,3,4,False,False,0.00699500739574432
NE,139,415,no,yes,25,138.3,96,80.6,79,163.7,83,8.3,8,0,False,False,0.000356247124727815
IL,87,408,yes,yes,36,171.2,138,185.8,102,227.6,97,10.8,3,1,False,False,0.000241346948314458
MN,113,408,yes,no,0,125.2,93,206.4,119,129.3,139,8.3,8,0,False,False,0.000110608911199961
IN,189,510,no,no,0,219.9,80,143.3,117,130.6,69,11.7,7,1,False,False,0.0185363925993443
VA,106,415,no,no,0,235.2,121,220.6,87,236.3,91,11.8,4,1,False,False,0.00347625650465488
WV,123,415,no,no,0,175.7,78,184.6,96,156.9,92,9.1,2,2,False,False,0.00725066848099232
MI,97,408,no,yes,32,168.4,129,225.9,97,191.8,95,8.5,7,0,False,False,0.00630875304341316
VT,117,408,yes,no,0,167.1,86,177.5,87,249.4,132,14.1,7,2,True,True,0.999861478805542
ME,48,510,no,no,0,200.5,117,225.3,123,134,89,6.7,5,4,False,False,0.0012597031891346
WY,94,510,no,no,0,271.2,105,202.6,105,221.6,51,11.5,3,3,True,True,0.989616513252258
NE,82,408,no,no,0,185.8,36,276.5,134,192.1,104,5.7,7,4,False,False,2.11445312743308E-05
WY,41,510,no,no,0,223.8,67,244.8,74,223.8,156,12.3,5,3,False,False,0.000434675952419639
NV,125,510,no,no,0,168.6,99,175.6,107,243.3,92,10.9,7,0,False,False,0.00297658890485764
RI,112,510,no,no,0,194.4,101,190.3,82,183.4,107,11.4,2,0,False,False,0.0022365830373019
OR,136,415,no,yes,23,235.6,65,177.7,81,138.7,105,11.3,5,1,False,False,0.000163696109666489
NC,89,408,no,no,0,105.9,151,189.6,142,170.9,67,12.7,7,0,False,False,0.00452810479328036
WV,114,415,no,no,0,247.8,95,255.1,98,224.1,105,9.5,6,1,True,True,0.997850060462952
NJ,24,408,no,no,0,265.6,86,208.8,102,182.5,105,11.1,6,2,True,True,0.990098595619202
CT,107,408,no,no,0,90.7,90,207.5,109,169.4,96,5.6,5,2,False,False,0.00028444518102333
MT,60,415,no,no,0,145,133,209.1,92,328.5,112,14.6,2,1,False,False,0.0275358278304338
MO,107,415,no,no,0,146.9,94,114.3,111,114.5,97,11.4,5,3,False,False,0.000187656100024469
OR,69,408,no,no,0,196.1,87,236.8,66,182.3,75,11.9,1,0,False,False,0.000755446264520288
MN,96,408,no,no,0,208.1,93,189.2,107,279.6,90,7.4,2,1,False,False,0.00116665591485798
TX,114,415,no,no,0,84.7,118,249.9,86,193.4,95,14.5,8,1,False,False,0.000552769808564335
NH,13,415,no,no,0,193.2,89,194.4,90,186.5,104,9.7,2,4,False,False,0.00131664285436273
MT,13,415,no,yes,31,265.3,94,147.6,95,259.3,117,12.9,1,1,False,False,0.000221670547034591
PA,61,408,no,yes,40,105,78,180.6,100,174.1,115,10.2,2,2,True,False,0.000112381465442013
AK,144,415,no,yes,38,276.3,149,252,112,132.5,85,8.7,3,1,False,False,0.00129013310652226
ME,119,510,no,no,0,73.7,66,160.5,132,214.2,67,13,6,3,False,False,0.00588773936033249
CO,181,510,no,yes,40,105.2,61,341.3,79,165.7,97,6.3,3,2,False,False,0.0018120352178812
TX,87,415,no,no,0,169.1,105,169.9,102,244.9,106,9.9,10,3,False,False,0.0240346435457468
ID,130,415,no,no,0,263.7,113,186.5,103,195.3,99,18.3,6,1,True,False,0.174057528376579
CT,106,510,no,yes,36,124.8,93,241.7,83,219,110,11.3,3,1,False,False,0.000772135565057397
WA,136,415,no,yes,24,243.3,107,226.8,111,138.5,117,11,4,4,False,False,0.000564991729333997
IA,102,510,no,no,0,171.5,77,261,107,328.8,72,10.2,1,0,False,False,0.295756995677948
PA,61,415,no,yes,31,252.1,98,215.7,149,135.7,117,5.1,4,2,False,False,0.000135995374876074
KY,113,415,no,no,0,215.6,96,193.4,127,105.4,115,13.5,3,1,False,False,0.00355519261211157
MN,122,415,no,no,0,140.1,120,231.4,128,188.1,127,11.2,5,2,False,False,0.000377441756427288
